 2074309 | 16Bm07 Jan 27 03:03:44 17 | 17AP30 Nr0051_1  | 10:44:00.0  30:00:00 2000 | 300 | r | 1.02 | 0.50 0.53   687 |     OG1 |   OB151 |P 1 V Q R|
 2170531 | 17Bm02 Sep 11 23:02:08 17 | 17BP99 Sr0015_1  | 22:50:43.2  30:00:00 2000 | 128 | r | 1.03 | 0.52 0.55   361 |     OG1 | OB20042 |P 3 O Q R|
 2170532 | 17Bm02 Sep 11 23:05:00 17 | 17BP99 Sr0016_1  | 22:55:12.0  30:00:00 2000 | 130 | r | 1.04 | 0.54 0.56   388 |     OG1 | OB20045 |P 3 O Q R|
 2170533 | 17Bm02 Sep 11 23:07:58 17 | 17BP99 Sr0017_1  | 22:59:40.8  30:00:00 2000 | 137 | r | 1.04 | 0.58 0.60   434 |     OG1 | OB20048 |P 3 O Q R|
 2170534 | 17Bm02 Sep 11 23:11:07 17 | 17BP99 Sr0018_1  | 23:04:09.6  30:00:00 2000 | 147 | r | 1.04 | 0.52 0.53   495 |     OG1 | OB20051 |P 3 O Q R|
 2170535 | 17Bm02 Sep 11 23:14:27 17 | 17BP99 Sr0019_1  | 23:08:38.4  30:00:00 2000 | 159 | r | 1.04 | 0.49 0.51   555 |     OG1 | OB20054 |P 3 O Q R|
 2170536 | 17Bm02 Sep 11 23:17:52 17 | 17BP99 Sr0020_1  | 23:13:07.2  30:00:00 2000 | 163 | r | 1.04 | 0.50 0.52   592 |     OG1 | OB20057 |P 3 O Q R|
 2170537 | 17Bm02 Sep 11 23:21:43 17 | 17BP99 Sr0079_1  | 22:46:45.6  30:58:48 2000 | 173 | r | 1.02 | 0.51 0.52   628 |    OG22 | OB20234 |P 3 O Q R|
 2170538 | 17Bm02 Sep 11 23:25:18 17 | 17BP99 Sr0080_1  | 22:51:16.8  30:58:48 2000 | 173 | r | 1.02 | 0.52 0.52   657 |    OG22 | OB20237 |P 3 O Q R|
 2170539 | 17Bm02 Sep 11 23:28:52 17 | 17BP99 Sr0081_1  | 22:55:48.0  30:58:48 2000 | 173 | r | 1.02 | 0.56 0.57   683 |    OG22 | OB20240 |P 3 O Q R|
 2170540 | 17Bm02 Sep 11 23:32:39 17 | 17BP99 Sr0082_1  | 23:00:19.2  30:58:48 2000 | 181 | r | 1.03 | 0.55 0.58   742 |    OG22 | OB20243 |P 3 O Q R|
 2170541 | 17Bm02 Sep 11 23:36:36 17 | 17BP99 Sr0083_1  | 23:04:50.4  30:58:48 2000 | 192 | r | 1.03 | 0.56 0.59   817 |    OG22 | OB20246 |P 3 O Q R|
 2170542 | 17Bm02 Sep 11 23:40:35 17 | 17BP99 Sr0084_1  | 23:09:21.6  30:58:48 2000 | 197 | r | 1.03 | 0.54 0.57   891 |    OG22 | OB20249 |P 3 O Q R|
 2170543 | 17Bm02 Sep 11 23:44:44 17 | 17BP99 Sr0085_1  | 23:13:52.8  30:58:48 2000 | 208 | r | 1.03 | 0.52 0.55  1000 |    OG22 | OB20252 |P 3 O Q R|
 2170822 | 17Bm02 Sep 13 04:06:33 17 | 17BP99 Sr0056_3  |  1:52:48.0  29:40:01 2000 | 100 | r | 1.07 | 0.62 0.64   457 |    OG21 | OB20167 |P 2 V Q R|
 2170823 | 17Bm02 Sep 13 04:08:55 17 | 17BP99 Sr0057_3  |  1:57:16.8  29:40:01 2000 | 100 | r | 1.07 | 0.56 0.58   453 |    OG21 | OB20170 |P 2 V Q R|
 2170824 | 17Bm02 Sep 13 04:11:16 17 | 17BP99 Sr0058_3  |  2:01:45.6  29:40:01 2000 | 100 | r | 1.06 | 0.56 0.57   460 |    OG21 | OB20173 |P 2 V Q R|
 2170825 | 17Bm02 Sep 13 04:15:48 17 | 17BP99 Sr0059_3  |  2:06:14.4  29:40:01 2000 | 230 | r | 1.06 | 0.60 0.62  1067 |    OG21 | OB20176 |P 1 V Q R|
 2170826 | 17Bm02 Sep 13 04:20:00 17 | 17BP99 Sr0060_3  |  2:10:43.2  29:40:01 2000 | 211 | r | 1.06 | 0.61 0.63  1001 |    OG21 | OB20179 |P 1 V Q R|
 2170827 | 17Bm02 Sep 13 04:24:16 17 | 17BP99 Sr0061_3  |  2:15:12.0  29:40:01 2000 | 214 | r | 1.06 | 0.58 0.60  1033 |    OG21 | OB20182 |P 1 V Q R|
 2170828 | 17Bm02 Sep 13 04:29:19 17 | 17BP99 Sr0062_3  |  2:19:40.8  29:40:01 2000 | 262 | r | 1.06 | 0.54 0.56  1286 |    OG21 | OB20185 |P 1 V Q R|
 2170829 | 17Bm02 Sep 13 04:34:35 17 | 17BP99 Sr0186_3  |  2:13:43.2  31:37:37 2000 | 274 | r | 1.08 | 0.50 0.52  1337 |   OG117 | OB20557 |P 1 V Q R|
 2170830 | 17Bm02 Sep 13 04:38:45 17 | 17BP99 Sr0187_3  |  2:18:16.8  31:37:37 2000 | 209 | r | 1.08 | 0.47 0.50  1037 |   OG117 | OB20560 |P 1 V Q R|
 2170831 | 17Bm02 Sep 13 04:42:01 17 | 17BP99 Sr0188_3  |  2:22:50.4  31:37:37 2000 | 154 | r | 1.08 | 0.48 0.51   769 |   OG117 | OB20563 |P 1 V Q R|
 2171023 | 17Bm02 Sep 14 03:58:39 17 | 17BP99 Sr0042_3  |  0:50:04.8  29:40:01 2000 |  30 | r | 1.19 | 0.77 0.77   124 |    OG15 | OB20125 |P 1 O Q R|
 2171024 | 17Bm02 Sep 14 03:59:51 17 | 17BP99 Sr0042_3  |  0:50:04.8  29:40:01 2000 |  30 | r | 1.20 | 0.76 0.76   124 |    OG15 | OB20125 |P 1 O Q R|
 2215216 | 17Bm03 Oct 27 01:07:44 17 | 17BP99 Sr0322_1  |  0:28:33.6  34:54:00 2000 | 300 | r | 1.26 | 0.84 0.85  1221 |   OG100 | OB20963 |P 1 V Q R|
 2215217 | 17Bm03 Oct 27 01:13:26 17 | 17BP99 Sr0323_1  |  0:33:16.8  34:54:00 2000 | 300 | r | 1.26 | 0.80 0.80  1212 |   OG100 | OB20966 |P 1 V Q R|
 2215218 | 17Bm03 Oct 27 01:17:30 17 | 17BP99 Sr0324_1  |  0:38:00.0  34:54:00 2000 | 203 | r | 1.26 | 0.83 0.83   816 |   OG100 | OB20969 |P 1 V Q R|
 2215219 | 17Bm03 Oct 27 01:21:22 17 | 17BP99 Sr0325_1  |  0:42:43.2  34:54:00 2000 | 190 | r | 1.26 | 0.86 0.87   764 |   OG100 | OB20972 |P 1 V Q R|
 2215220 | 17Bm03 Oct 27 01:25:17 17 | 17BP99 Sr0326_1  |  0:47:26.4  34:54:00 2000 | 194 | r | 1.26 | 0.81 0.82   800 |   OG100 | OB20975 |P 1 V Q R|
 2215221 | 17Bm03 Oct 27 01:29:20 17 | 17BP99 Sr0327_1  |  0:52:09.6  34:54:00 2000 | 201 | r | 1.26 | 0.83 0.84   834 |   OG100 | OB20978 |P 1 V Q R|
 2215222 | 17Bm03 Oct 27 01:33:21 17 | 17BP99 Sr0328_1  |  0:56:52.8  34:54:00 2000 | 200 | r | 1.25 | 0.81 0.83   839 |   OG100 | OB20981 |P 1 V Q R|
 2215223 | 17Bm03 Oct 27 01:37:21 17 | 17BP99 Sr0329_1  |  1:01:36.0  34:54:00 2000 | 198 | r | 1.25 | 0.78 0.81   836 |   OG103 | OB20984 |P 1 V Q R|
 2215224 | 17Bm03 Oct 27 01:41:23 17 | 17BP99 Sr0330_1  |  1:06:19.2  34:54:00 2000 | 199 | r | 1.25 | 0.83 0.84   849 |   OG103 | OB20987 |P 1 V Q R|
 2215225 | 17Bm03 Oct 27 01:45:24 17 | 17BP99 Sr0331_1  |  1:11:02.4  34:54:00 2000 | 200 | r | 1.25 | 0.82 0.84   852 |   OG103 | OB20990 |P 1 V Q R|
 2215226 | 17Bm03 Oct 27 01:50:07 17 | 17BP99 Sr0332_1  |  1:15:45.6  34:54:00 2000 | 205 | r | 1.25 | 0.83 0.84   874 |   OG103 | OB20993 |P 1 V Q R|
 2215227 | 17Bm03 Oct 27 01:54:13 17 | 17BP99 Sr0333_1  |  1:20:28.8  34:54:00 2000 | 205 | r | 1.25 | 0.83 0.83   873 |   OG103 | OB20996 |P 1 V Q R|
 2215228 | 17Bm03 Oct 27 01:58:20 17 | 17BP99 Sr0334_1  |  1:25:12.0  34:54:00 2000 | 205 | r | 1.24 | 0.81 0.82   888 |   OG103 | OB20999 |P 1 V Q R|
 2215229 | 17Bm03 Oct 27 02:02:29 17 | 17BP99 Sr0335_1  |  1:29:55.2  34:54:00 2000 | 206 | r | 1.24 | 0.80 0.80   897 |   OG103 | OB21002 |P 1 V Q R|
 2228724 | 17Bm04 Nov 17 00:56:41 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 |  30 | r | 1.44 | 0.81 0.83   115 |   OG274 |  OB4519 |P 1 O Q R|
 2228725 | 17Bm04 Nov 17 00:57:52 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 |  30 | r | 1.43 | 0.95 0.97   116 |   OG274 |  OB4519 |P 3 O Q R|
 2228726 | 17Bm04 Nov 17 01:03:20 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 | 286 | r | 1.43 | 0.87 0.89  1111 |   OG274 |  OB4519 |P 1 V Q R|
 2228727 | 17Bm04 Nov 17 01:07:40 17 | 17BP99 Nr1508_1  |  7:39:26.4  39:48:00 2000 | 219 | r | 1.43 | 0.86 0.87   863 |   OG274 |  OB4522 |P 1 V Q R|
 2228728 | 17Bm04 Nov 17 01:11:49 17 | 17BP99 Nr1509_1  |  7:44:28.8  39:48:00 2000 | 207 | r | 1.43 | 0.84 0.86   828 |   OG274 |  OB4525 |P 1 V Q R|
 2228729 | 17Bm04 Nov 17 01:15:55 17 | 17BP99 Nr1510_1  |  7:49:31.2  39:48:00 2000 | 205 | r | 1.43 | 0.90 0.92   813 |   OG274 |  OB4528 |P 1 V Q R|
 2228730 | 17Bm04 Nov 17 01:20:04 17 | 17BP99 Nr1511_1  |  7:54:33.6  39:48:00 2000 | 207 | r | 1.44 | 1.00 1.02   821 |   OG274 |  OB4531 |P 3 O Q R|
 2228731 | 17Bm04 Nov 17 01:24:21 17 | 17BP99 Nr1512_1  |  7:59:36.0  39:48:00 2000 | 215 | r | 1.44 | 0.97 0.98   849 |   OG274 |  OB4534 |P 3 O Q R|
 2228732 | 17Bm04 Nov 17 01:28:56 17 | 17BP99 Nr1513_1  |  8:04:38.4  39:48:00 2000 | 234 | r | 1.45 | 1.00 1.02   920 |   OG274 |  OB4537 |P 3 O Q R|
 2228775 | 17Bm04 Nov 17 04:23:31 17 | 17BP99 Nr1510_1  |  7:49:31.2  39:48:00 2000 | 100 | r | 1.06 | 0.98 0.99   347 |   OG274 |  OB4528 |P 3 O Q R|
 2228776 | 17Bm04 Nov 17 04:25:53 17 | 17BP99 Nr1511_1  |  7:54:33.6  39:48:00 2000 | 100 | r | 1.06 | 0.95 0.95   346 |   OG274 |  OB4531 |P 3 O Q R|
 2228777 | 17Bm04 Nov 17 04:29:45 17 | 17BP99 Nr1512_1  |  7:59:36.0  39:48:00 2000 | 191 | r | 1.06 | 0.97 0.97   644 |   OG274 |  OB4534 |P 3 O Q R|
 2228778 | 17Bm04 Nov 17 04:33:29 17 | 17BP99 Nr1513_1  |  8:04:38.4  39:48:00 2000 | 182 | r | 1.06 | 0.99 1.00   603 |   OG274 |  OB4537 |P 3 O Q R|
 2228940 | 17Bm04 Nov 18 04:29:56 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 |  30 | r | 1.07 | 1.34 1.35   104 |   OG274 |  OB4519 |P 3 O Q R|
 2228941 | 17Bm04 Nov 18 04:31:08 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 |  30 | r | 1.07 | 1.18 1.19   102 |   OG274 |  OB4519 |P 3 O Q R|
 2228942 | 17Bm04 Nov 18 04:33:29 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 | 100 | r | 1.07 | 1.25 1.26   331 |   OG274 |  OB4519 |P 3 O Q R|
 2229037 | 17Bm04 Nov 21 00:54:14 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 |  30 | r | 1.38 | 1.22 1.24   108 |   OG274 |  OB4519 |P 3 O Q R|
 2229038 | 17Bm04 Nov 21 00:55:26 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 |  30 | r | 1.37 | 1.14 1.16   108 |   OG274 |  OB4519 |P 3 O Q R|
 2229039 | 17Bm04 Nov 21 01:01:08 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 | 300 | r | 1.37 | 0.92 0.94  1072 |   OG274 |  OB4519 |A 3 O Q R|
 2229040 | 17Bm04 Nov 21 01:06:49 17 | 17BP99 Nr1508_1  |  7:39:26.4  39:48:00 2000 | 300 | r | 1.37 | 1.02 1.04  1155 |   OG274 |  OB4522 |A 5 O Q R|
 2229169 | 17Bm04 Nov 22 01:36:10 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 |  30 | r | 1.22 | 0.64 0.65   109 |   OG274 |  OB4519 |P 1 O Q R|
 2229170 | 17Bm04 Nov 22 01:37:21 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 |  30 | r | 1.22 | 0.63 0.65   108 |   OG274 |  OB4519 |P 1 O Q R|
 2229171 | 17Bm04 Nov 22 01:39:43 17 | 17BP99 Nr1507_1  |  7:34:24.0  39:48:00 2000 | 100 | r | 1.22 | 0.54 0.56   355 |   OG274 |  OB4519 |P 1 V Q R|
 2229172 | 17Bm04 Nov 22 01:42:57 17 | 17BP99 Nr1508_1  |  7:39:26.4  39:48:00 2000 | 152 | r | 1.22 | 0.63 0.65   534 |   OG274 |  OB4522 |P 1 V Q R|
 2229173 | 17Bm04 Nov 22 01:46:07 17 | 17BP99 Nr1509_1  |  7:44:28.8  39:48:00 2000 | 148 | r | 1.23 | 0.59 0.61   508 |   OG274 |  OB4525 |P 1 V Q R|
 2229174 | 17Bm04 Nov 22 01:49:25 17 | 17BP99 Nr1510_1  |  7:49:31.2  39:48:00 2000 | 156 | r | 1.23 | 0.59 0.61   536 |   OG274 |  OB4528 |P 1 V Q R|
 2229175 | 17Bm04 Nov 22 01:52:33 17 | 17BP99 Nr1511_1  |  7:54:33.6  39:48:00 2000 | 147 | r | 1.24 | 0.58 0.60   505 |   OG274 |  OB4531 |P 1 V Q R|
 2229176 | 17Bm04 Nov 22 01:55:40 17 | 17BP99 Nr1512_1  |  7:59:36.0  39:48:00 2000 | 145 | r | 1.24 | 0.57 0.59   497 |   OG274 |  OB4534 |P 1 V Q R|
 2229177 | 17Bm04 Nov 22 01:58:46 17 | 17BP99 Nr1513_1  |  8:04:38.4  39:48:00 2000 | 144 | r | 1.25 | 0.58 0.60   500 |   OG274 |  OB4537 |P 1 V Q R|
 2229178 | 17Bm04 Nov 22 02:01:11 17 | 17BP99 Nr1507_2  |  7:36:14.4  40:07:58 2000 | 100 | r | 1.17 | 0.59 0.61   338 |   OG275 |  OB4520 |P 1 V Q R|
 2229179 | 17Bm04 Nov 22 02:03:32 17 | 17BP99 Nr1508_2  |  7:41:16.8  40:07:58 2000 | 100 | r | 1.18 | 0.65 0.68   338 |   OG275 |  OB4523 |P 1 V Q R|
 2229180 | 17Bm04 Nov 22 02:05:54 17 | 17BP99 Nr1509_2  |  7:46:19.2  40:07:58 2000 | 100 | r | 1.19 | 0.64 0.66   336 |   OG275 |  OB4526 |P 1 V Q R|
 2229181 | 17Bm04 Nov 22 02:08:17 17 | 17BP99 Nr1510_2  |  7:51:21.6  40:07:58 2000 | 100 | r | 1.19 | 0.67 0.69   339 |   OG275 |  OB4529 |P 1 V Q R|
 2229182 | 17Bm04 Nov 22 02:11:18 17 | 17BP99 Nr1511_2  |  7:56:24.0  40:07:58 2000 | 139 | r | 1.20 | 0.64 0.66   473 |   OG275 |  OB4532 |P 1 V Q R|
 2229183 | 17Bm04 Nov 22 02:14:26 17 | 17BP99 Nr1512_2  |  8:01:26.4  40:07:58 2000 | 147 | r | 1.20 | 0.68 0.70   502 |   OG275 |  OB4535 |P 1 V Q R|
 2229184 | 17Bm04 Nov 22 02:17:46 17 | 17BP99 Nr1513_2  |  8:06:28.8  40:07:58 2000 | 158 | r | 1.21 | 0.65 0.67   530 |   OG275 |  OB4538 |P 1 V Q R|
 2229185 | 17Bm04 Nov 22 02:21:05 17 | 17BP99 Nr1650_1  |  7:35:12.0  40:46:48 2000 | 153 | r | 1.14 | 0.61 0.62   496 |   OG289 |  OB4948 |P 1 V Q R|
 2229186 | 17Bm04 Nov 22 02:24:13 17 | 17BP99 Nr1651_1  |  7:40:19.2  40:46:48 2000 | 147 | r | 1.14 | 0.58 0.59   476 |   OG289 |  OB4951 |P 1 V Q R|
 2229187 | 17Bm04 Nov 22 02:27:12 17 | 17BP99 Nr1652_1  |  7:45:26.4  40:46:48 2000 | 137 | r | 1.15 | 0.60 0.62   434 |   OG289 |  OB4954 |P 1 V Q R|
 2229188 | 17Bm04 Nov 22 02:30:08 17 | 17BP99 Nr1653_1  |  7:50:33.6  40:46:48 2000 | 135 | r | 1.15 | 0.64 0.66   425 |   OG289 |  OB4957 |P 1 V Q R|
 2229189 | 17Bm04 Nov 22 02:33:04 17 | 17BP99 Nr1654_1  |  7:55:40.8  40:46:48 2000 | 134 | r | 1.16 | 0.64 0.65   422 |   OG289 |  OB4960 |P 1 V Q R|
 2229190 | 17Bm04 Nov 22 02:36:01 17 | 17BP99 Nr1655_1  |  8:00:48.0  40:46:48 2000 | 136 | r | 1.16 | 0.64 0.66   428 |   OG289 |  OB4963 |P 1 V Q R|
 2229191 | 17Bm04 Nov 22 02:38:59 17 | 17BP99 Nr1656_1  |  8:05:55.2  40:46:48 2000 | 136 | r | 1.16 | 0.60 0.62   425 |   OG289 |  OB4966 |P 1 V Q R|
 2229192 | 17Bm04 Nov 22 02:42:09 17 | 17BP99 Nr1791_1  |  7:32:00.0  41:45:36 2000 | 133 | r | 1.11 | 0.61 0.63   419 |   OG304 |  OB5371 |P 1 V Q R|
 2229193 | 17Bm04 Nov 22 02:45:08 17 | 17BP99 Nr1792_1  |  7:37:12.0  41:45:36 2000 | 131 | r | 1.12 | 0.68 0.70   406 |   OG304 |  OB5374 |P 1 V Q R|
 2229194 | 17Bm04 Nov 22 02:48:02 17 | 17BP99 Nr1793_1  |  7:42:24.0  41:45:36 2000 | 133 | r | 1.12 | 0.63 0.64   416 |   OG304 |  OB5377 |P 1 V Q R|
 2229195 | 17Bm04 Nov 22 02:51:00 17 | 17BP99 Nr1794_1  |  7:47:36.0  41:45:36 2000 | 136 | r | 1.12 | 0.69 0.70   427 |   OG304 |  OB5380 |P 1 V Q R|
 2229196 | 17Bm04 Nov 22 02:53:55 17 | 17BP99 Nr1795_1  |  7:52:48.0  41:45:36 2000 | 133 | r | 1.13 | 0.62 0.64   413 |   OG304 |  OB5383 |P 1 V Q R|
 2229197 | 17Bm04 Nov 22 02:56:55 17 | 17BP99 Nr1796_1  |  7:58:00.0  41:45:36 2000 | 139 | r | 1.13 | 0.62 0.63   426 |   OG304 |  OB5386 |P 1 V Q R|
 2229198 | 17Bm04 Nov 22 02:59:50 17 | 17BP99 Nr1797_1  |  8:03:12.0  41:45:36 2000 | 133 | r | 1.13 | 0.65 0.67   403 |   OG304 |  OB5389 |P 1 V Q R|
 2229199 | 17Bm04 Nov 22 03:02:45 17 | 17BP99 Nr1932_1  |  7:32:48.0  42:44:24 2000 | 130 | r | 1.10 | 0.61 0.62   393 |   OG319 |  OB5794 |P 1 V Q R|
 2229200 | 17Bm04 Nov 22 03:05:39 17 | 17BP99 Nr1933_1  |  7:38:04.8  42:44:24 2000 | 132 | r | 1.11 | 0.64 0.66   400 |   OG319 |  OB5797 |P 1 V Q R|
 2229201 | 17Bm04 Nov 22 03:08:30 17 | 17BP99 Nr1934_1  |  7:43:21.6  42:44:24 2000 | 127 | r | 1.11 | 0.63 0.64   383 |   OG319 |  OB5800 |P 1 V Q R|
 2229202 | 17Bm04 Nov 22 03:11:21 17 | 17BP99 Nr1935_1  |  7:48:38.4  42:44:24 2000 | 130 | r | 1.11 | 0.59 0.61   391 |   OG319 |  OB5803 |P 1 V Q R|
 2229203 | 17Bm04 Nov 22 03:14:11 17 | 17BP99 Nr1936_1  |  7:53:55.2  42:44:24 2000 | 128 | r | 1.11 | 0.61 0.63   377 |   OG319 |  OB5806 |P 1 V Q R|
 2229204 | 17Bm04 Nov 22 03:16:56 17 | 17BP99 Nr1937_1  |  7:59:12.0  42:44:24 2000 | 124 | r | 1.11 | 0.59 0.61   359 |   OG319 |  OB5809 |P 1 V Q R|
 2229205 | 17Bm04 Nov 22 03:20:20 17 | 17BP99 Nr1938_1  |  8:04:28.8  42:44:24 2000 | 122 | r | 1.12 | 0.62 0.63   350 |   OG319 |  OB5812 |P 1 V Q R|
 2229206 | 17Bm04 Nov 22 03:23:27 17 | 17BP99 Nr2069_1  |  7:28:14.4  43:43:12 2000 | 140 | r | 1.10 | 0.56 0.57   410 |   OG334 |  OB6205 |P 1 V Q R|
 2229207 | 17Bm04 Nov 22 03:26:29 17 | 17BP99 Nr2070_1  |  7:33:36.0  43:43:12 2000 | 140 | r | 1.10 | 0.57 0.58   415 |   OG334 |  OB6208 |P 1 V Q R|
 2229208 | 17Bm04 Nov 22 03:29:10 17 | 17BP99 Nr2071_1  |  7:38:57.6  43:43:12 2000 | 120 | r | 1.10 | 0.60 0.62   354 |   OG334 |  OB6211 |P 1 V Q R|
 2229209 | 17Bm04 Nov 22 03:31:53 17 | 17BP99 Nr2072_1  |  7:44:19.2  43:43:12 2000 | 121 | r | 1.10 | 0.56 0.58   355 |   OG334 |  OB6214 |P 1 V Q R|
 2229210 | 17Bm04 Nov 22 03:34:38 17 | 17BP99 Nr2073_1  |  7:49:40.8  43:43:12 2000 | 123 | r | 1.10 | 0.68 0.70   353 |   OG334 |  OB6217 |P 1 V Q R|
 2229211 | 17Bm04 Nov 22 03:37:20 17 | 17BP99 Nr2074_1  |  7:55:02.4  43:43:12 2000 | 120 | r | 1.10 | 0.52 0.53   345 |   OG334 |  OB6220 |P 1 V Q R|
 2229212 | 17Bm04 Nov 22 03:40:08 17 | 17BP99 Nr2075_1  |  8:00:24.0  43:43:12 2000 | 126 | r | 1.10 | 0.54 0.56   364 |   OG334 |  OB6223 |P 1 V Q R|
 2229213 | 17Bm04 Nov 22 03:42:46 17 | 17BP99 Nr1514_1  |  8:09:40.8  39:48:00 2000 | 116 | r | 1.08 | 0.59 0.60   345 |   OG277 |  OB4540 |P 1 V Q R|
 2229214 | 17Bm04 Nov 22 03:45:25 17 | 17BP99 Nr1515_1  |  8:14:43.2  39:48:00 2000 | 118 | r | 1.08 | 0.59 0.60   353 |   OG277 |  OB4543 |P 1 V Q R|
 2229215 | 17Bm04 Nov 22 03:48:10 17 | 17BP99 Nr1516_1  |  8:19:45.6  39:48:00 2000 | 123 | r | 1.08 | 0.69 0.71   367 |   OG277 |  OB4546 |P 1 V Q R|
 2229216 | 17Bm04 Nov 22 03:50:56 17 | 17BP99 Nr1517_1  |  8:24:48.0  39:48:00 2000 | 124 | r | 1.08 | 0.70 0.71   363 |   OG277 |  OB4549 |P 1 V Q R|
 2229217 | 17Bm04 Nov 22 03:53:48 17 | 17BP99 Nr1518_1  |  8:29:50.4  39:48:00 2000 | 131 | r | 1.09 | 0.71 0.73   378 |   OG277 |  OB4552 |P 1 V Q R|
 2229218 | 17Bm04 Nov 22 03:56:41 17 | 17BP99 Nr1519_1  |  8:34:52.8  39:48:00 2000 | 131 | r | 1.09 | 0.72 0.73   377 |   OG277 |  OB4555 |P 1 V Q R|
 2229219 | 17Bm04 Nov 22 03:59:31 17 | 17BP99 Nr1520_1  |  8:39:55.2  39:48:00 2000 | 129 | r | 1.09 | 0.68 0.69   372 |   OG277 |  OB4558 |P 1 V Q R|
 2229220 | 17Bm04 Nov 22 04:02:24 17 | 17BP99 Nr1657_1  |  8:11:02.4  40:46:48 2000 | 130 | r | 1.08 | 0.59 0.60   367 |   OG292 |  OB4969 |P 1 V Q R|
 2229221 | 17Bm04 Nov 22 04:05:12 17 | 17BP99 Nr1658_1  |  8:16:09.6  40:46:48 2000 | 126 | r | 1.08 | 0.75 0.76   353 |   OG292 |  OB4972 |P 1 V Q R|
 2229222 | 17Bm04 Nov 22 04:07:52 17 | 17BP99 Nr1659_1  |  8:21:16.8  40:46:48 2000 | 119 | r | 1.08 | 0.71 0.73   331 |   OG292 |  OB4975 |P 1 V Q R|
 2229223 | 17Bm04 Nov 22 04:10:43 17 | 17BP99 Nr1660_1  |  8:26:24.0  40:46:48 2000 | 129 | r | 1.08 | 0.67 0.68   362 |   OG292 |  OB4978 |P 1 V Q R|
 2229224 | 17Bm04 Nov 22 04:13:30 17 | 17BP99 Nr1661_1  |  8:31:31.2  40:46:48 2000 | 124 | r | 1.08 | 0.67 0.69   359 |   OG292 |  OB4981 |P 1 V Q R|
 2229225 | 17Bm04 Nov 22 04:16:13 17 | 17BP99 Nr1662_1  |  8:36:38.4  40:46:48 2000 | 122 | r | 1.08 | 0.73 0.75   361 |   OG292 |  OB4984 |P 1 V Q R|
 2229226 | 17Bm04 Nov 22 04:19:01 17 | 17BP99 Nr1663_1  |  8:41:45.6  40:46:48 2000 | 126 | r | 1.08 | 0.72 0.73   384 |   OG292 |  OB4987 |P 1 V Q R|
 2229227 | 17Bm04 Nov 22 04:22:01 17 | 17BP99 Nr1798_1  |  8:08:24.0  41:45:36 2000 | 136 | r | 1.08 | 0.64 0.66   400 |   OG307 |  OB5392 |P 1 V Q R|
 2229228 | 17Bm04 Nov 22 04:25:00 17 | 17BP99 Nr1799_1  |  8:13:36.0  41:45:36 2000 | 137 | r | 1.08 | 0.61 0.62   398 |   OG307 |  OB5395 |P 1 V Q R|
 2229229 | 17Bm04 Nov 22 04:27:50 17 | 17BP99 Nr1800_1  |  8:18:48.0  41:45:36 2000 | 128 | r | 1.08 | 0.55 0.56   368 |   OG307 |  OB5398 |P 1 V Q R|
 2229230 | 17Bm04 Nov 22 04:30:33 17 | 17BP99 Nr1801_1  |  8:24:00.0  41:45:36 2000 | 122 | r | 1.08 | 0.59 0.60   349 |   OG307 |  OB5401 |P 1 V Q R|
 2229231 | 17Bm04 Nov 22 04:33:13 17 | 17BP99 Nr1802_1  |  8:29:12.0  41:45:36 2000 | 118 | r | 1.08 | 0.57 0.59   341 |   OG307 |  OB5404 |P 1 V Q R|
 2229232 | 17Bm04 Nov 22 04:35:53 17 | 17BP99 Nr1803_1  |  8:34:24.0  41:45:36 2000 | 119 | r | 1.08 | 0.55 0.57   344 |   OG307 |  OB5407 |P 1 V Q R|
 2229233 | 17Bm04 Nov 22 04:38:35 17 | 17BP99 Nr1804_1  |  8:39:36.0  41:45:36 2000 | 120 | r | 1.08 | 0.55 0.57   347 |   OG307 |  OB5410 |P 1 V Q R|
 2229234 | 17Bm04 Nov 22 04:41:17 17 | 17BP99 Nr1939_1  |  8:09:45.6  42:44:24 2000 | 119 | r | 1.09 | 0.61 0.62   335 |   OG322 |  OB5815 |P 1 V Q R|
 2229235 | 17Bm04 Nov 22 04:43:56 17 | 17BP99 Nr1940_1  |  8:15:02.4  42:44:24 2000 | 118 | r | 1.09 | 0.62 0.63   336 |   OG322 |  OB5818 |P 1 V Q R|
 2229236 | 17Bm04 Nov 22 04:46:37 17 | 17BP99 Nr1941_1  |  8:20:19.2  42:44:24 2000 | 119 | r | 1.09 | 0.57 0.58   336 |   OG322 |  OB5821 |P 1 V Q R|
